query_id,true_id,k,order_type,retrieved_docs,generated_code,pass@1,result_details
140,HumanEval/140,0,normal,[],"def fix_spaces(text):
    result = []
    consecutive_spaces = 0
    for char in text:
        if char == "" "":
            consecutive_spaces += 1
        else:
            if consecutive_spaces > 2:
                result.append(""-"")
            elif consecutive_spaces > 0:
                result.extend([""_""] * consecutive_spaces)
            result.append(char)
            consecutive_spaces = 0
    if consecutive_spaces > 2:
        result.append(""-"")
    elif consecutive_spaces > 0:
        result.extend([""_""] * consecutive_spaces)
    return """".join(result)",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
140,HumanEval/140,1,normal,['523'],"def fix_spaces(text):
    result = """"
    consecutive_spaces = 0
    for char in text:
        if char == "" "":
            consecutive_spaces += 1
        else:
            if consecutive_spaces > 2:
                result += ""-""
            elif consecutive_spaces > 0:
                result += ""_"" * consecutive_spaces
            result += char
            consecutive_spaces = 0
    if consecutive_spaces > 2:
        result += ""-""
    elif consecutive_spaces > 0:
        result += ""_"" * consecutive_spaces
    return result",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
140,HumanEval/140,5,normal,"['523', '459', '823', '374', 'HumanEval/64']","def fix_spaces(text):
    text = text.replace(' ', '_')
    while''in text:
        text = text.replace('  ', '-')
    return text",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
140,HumanEval/140,10,normal,"['523', '459', '823', '374', 'HumanEval/64', '478', '495', 'HumanEval/51', '315', '451']","def fix_spaces(text):
    return text.replace(' ', '_').replace('  ', '-')",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
141,HumanEval/141,0,normal,[],"def file_name_check(file_name):
    """"""Create a function which takes a string representing a file's name, and returns
    'Yes' if the the file's name is valid, and returns 'No' otherwise.
    A file's name is considered to be valid if and only if all the following conditions 
    are met:
    - There should not be more than three digits ('0'-'9') in the file's name.
    - The file's name contains exactly one dot '.'
    - The substring before the dot should not be empty, and it starts with a letter from 
    the latin alphapet ('a'-'z' and 'A'-'Z').
    - The substring after the dot should be one of these: ['txt', 'exe', 'dll']
    Examples:
    file_name_check(""example.txt"") # => 'Yes'
    file_name_check(""1example.dll"") # => 'No' (the name should start with a latin alphapet letter)
    """"""
    valid_extensions = ['txt', 'exe', 'dll']
    if file_name.count('.')!= 1:
        return 'No'
    name, extension = file_name.split('.')
    if not name or not name[0].isalpha():
        return 'No'
    if extension not in valid_extensions:
        return 'No'
    if sum(c.isdigit() for c in name) > 3:
        return 'No'
    return 'Yes'",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
141,HumanEval/141,1,normal,['HumanEval/141'],"def file_name_check(file_name):
    valid_extensions = ['txt', 'exe', 'dll']
    parts = file_name.split('.')
    
    # Check if there are exactly two parts (name and extension)
    if len(parts)!= 2:
        return 'No'
    
    # Check if the extension is valid
    if parts[1] not in valid_extensions:
        return 'No'
    
    # Check if the name part is not empty and starts with a letter
    if not parts[0] or not parts[0][0].isalpha():
        return 'No'
    
    # Check if there are more than three digits in the name part
    digit_count = sum(c.isdigit() for c in parts[0])
    if digit_count > 3:
        return 'No'
    
    return 'Yes'",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
141,HumanEval/141,5,normal,"['HumanEval/141', '523', '396', '737', '823']","def file_name_check(file_name):
    valid_extensions = ['txt', 'exe', 'dll']
    parts = file_name.split('.')
    
    # Check if there is exactly one dot and the extension is valid
    if len(parts)!= 2 or parts[1] not in valid_extensions:
        return 'No'
    
    # Check if the name starts with a letter and contains no more than three digits
    if not parts[0][0].isalpha() or len([c for c in parts[0] if c.isdigit()]) > 3:
        return 'No'
    
    return 'Yes'",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
141,HumanEval/141,10,normal,"['HumanEval/141', '523', '396', '737', '823', '669', '774', '913', '454', '822']","def file_name_check(file_name):
    valid_extensions = ['txt', 'exe', 'dll']
    parts = file_name.split('.')
    
    # Check if there is exactly one dot in the file name
    if len(parts)!= 2:
        return 'No'
    
    # Check if the file name starts with a letter
    if not parts[0][0].isalpha():
        return 'No'
    
    # Check if the file name contains more than three digits
    digit_count = sum(c.isdigit() for c in parts[0])
    if digit_count > 3:
        return 'No'
    
    # Check if the file extension is valid
    if parts[1] not in valid_extensions:
        return 'No'
    
    return 'Yes'",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
142,HumanEval/142,0,normal,[],"def sum_squares(lst):
    return sum(x**3 if i % 4 == 0 else x**2 for i, x in enumerate(lst))",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
142,HumanEval/142,1,normal,['142'],"def sum_squares(lst):
    return sum(x**3 if i % 4 == 0 else x**2 for i, x in enumerate(lst))",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
142,HumanEval/142,5,normal,"['142', '340', 'HumanEval/32', 'HumanEval/67', 'HumanEval/4']","def sum_squares(lst):
    return sum(i**3 if i % 4 == 0 else i**2 for i in range(len(lst)) if i % 3 == 0)",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
142,HumanEval/142,10,normal,"['142', '340', 'HumanEval/32', 'HumanEval/67', 'HumanEval/4', '398', 'HumanEval/121', 'HumanEval/60', 'HumanEval/84', '271']","def sum_squares(lst):
    return sum(x**3 if i % 4 == 0 else x**2 for i, x in enumerate(lst))",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
143,HumanEval/143,0,normal,[],"def words_in_sentence(sentence):
    def is_prime(n):
        if n <= 1:
            return False
        for i in range(2, int(n**0.5) + 1):
            if n % i == 0:
                return False
        return True

    words = sentence.split()
    prime_length_words = [word for word in words if is_prime(len(word))]
    return''.join(prime_length_words)",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
143,HumanEval/143,1,normal,['HumanEval/91'],"def words_in_sentence(sentence):
    def is_prime(n):
        if n < 2:
            return False
        for i in range(2, int(n**0.5) + 1):
            if n % i == 0:
                return False
        return True

    words = sentence.split()
    prime_length_words = [word for word in words if is_prime(len(word))]
    return''.join(prime_length_words)",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
143,HumanEval/143,5,normal,"['HumanEval/91', '570', '374', '523', '459']","def words_in_sentence(sentence):
    def is_prime(n):
        if n <= 1:
            return False
        for i in range(2, int(n**0.5) + 1):
            if n % i == 0:
                return False
        return True

    words = sentence.split()
    prime_length_words = [word for word in words if is_prime(len(word))]
    return''.join(prime_length_words)",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
143,HumanEval/143,10,normal,"['HumanEval/91', '570', '374', '523', '459', '478', '495', 'HumanEval/17', 'HumanEval/19', 'HumanEval/107']","def words_in_sentence(sentence):
    def is_prime(n):
        if n <= 1:
            return False
        for i in range(2, int(n**0.5) + 1):
            if n % i == 0:
                return False
        return True

    words = sentence.split()
    prime_length_words = [word for word in words if is_prime(len(word))]
    return''.join(prime_length_words)",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
144,HumanEval/144,0,normal,[],"def simplify(x, n):
    x_numerator, x_denominator = map(int, x.split('/'))
    n_numerator, n_denominator = map(int, n.split('/'))
    return (x_numerator * n_numerator) % (x_denominator * n_denominator) == 0",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
144,HumanEval/144,1,normal,['905'],"def simplify(x, n):
    x_numerator, x_denominator = map(int, x.split('/'))
    n_numerator, n_denominator = map(int, n.split('/'))
    
    # Calculate the product of the numerators and denominators separately
    product_numerator = x_numerator * n_numerator
    product_denominator = x_denominator * n_denominator
    
    # Check if the product is a whole number by seeing if the remainder of the division is 0
    return product_numerator % product_denominator == 0",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
144,HumanEval/144,5,normal,"['905', '148', 'HumanEval/39', 'HumanEval/32', 'HumanEval/94']","def simplify(x, n):
    def gcd(a, b):
        if b == 0:
            return a
        return gcd(b, a % b)

    def parse_fraction(fraction):
        numerator, denominator = map(int, fraction.split('/'))
        return numerator, denominator

    x_numerator, x_denominator = parse_fraction(x)
    n_numerator, n_denominator = parse_fraction(n)

    common_divisor = gcd(x_denominator, n_denominator)

    x_numerator //= common_divisor
    n_numerator //= common_divisor

    return x_numerator * n_numerator == 1",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
144,HumanEval/144,10,normal,"['905', '148', 'HumanEval/39', 'HumanEval/32', 'HumanEval/94', '541', '900', '218', '619', '121']","def simplify(x, n):
    def gcd(a, b):
        if b == 0:
            return a
        return gcd(b, a % b)

    def parse_fraction(fraction):
        numerator, denominator = map(int, fraction.split('/'))
        return numerator, denominator

    x_numerator, x_denominator = parse_fraction(x)
    n_numerator, n_denominator = parse_fraction(n)

    common_divisor = gcd(x_denominator, n_denominator)

    x_numerator //= common_divisor
    n_numerator //= common_divisor

    return x_numerator * n_denominator == n_numerator * x_denominator",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
145,HumanEval/145,0,normal,[],"def order_by_points(nums):
    return sorted(nums, key=lambda x: (sum(int(digit) for digit in str(abs(x))), nums.index(x)))",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
145,HumanEval/145,1,normal,['HumanEval/145'],"def order_by_points(nums):
    return sorted(nums, key=lambda x: (sum(int(i) for i in str(abs(x))), nums.index(x)))",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
145,HumanEval/145,5,normal,"['HumanEval/145', '12', 'HumanEval/34', '472', '342']","def order_by_points(nums):
    return sorted(nums, key=lambda x: (sum(int(digit) for digit in str(abs(x))), nums.index(x)))",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
145,HumanEval/145,10,normal,"['HumanEval/145', '12', 'HumanEval/34', '472', '342', 'HumanEval/116', '896', 'HumanEval/158', 'HumanEval/105', '340']","def order_by_points(nums):
    return sorted(nums, key=lambda x: (sum(map(int, str(abs(x)))), nums.index(x)))",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
146,HumanEval/146,0,normal,[],"def specialFilter(nums):
    def is_odd(n):
        return n % 2!= 0

    def first_last_odd(n):
        n = abs(n)
        return is_odd(int(str(n)[0])) and is_odd(int(str(n)[-1]))

    return sum(1 for num in nums if num > 10 and first_last_odd(num))",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
146,HumanEval/146,1,normal,['433'],"def specialFilter(nums):
    count = 0
    for num in nums:
        if num > 10:
            str_num = str(abs(num))
            if int(str_num[0]) % 2!= 0 and int(str_num[-1]) % 2!= 0:
                count += 1
    return count",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
146,HumanEval/146,5,normal,"['433', '387', '781', 'HumanEval/105', 'HumanEval/113']","def specialFilter(nums):
    count = 0
    for num in nums:
        if num > 10:
            str_num = str(num)
            if int(str_num[0]) % 2!= 0 and int(str_num[-1]) % 2!= 0:
                count += 1
    return count",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
146,HumanEval/146,10,normal,"['433', '387', '781', 'HumanEval/105', 'HumanEval/113', '134', '148', 'HumanEval/108', 'HumanEval/146', '406']","def specialFilter(nums):
    count = 0
    for num in nums:
        if num > 10:
            num_str = str(num)
            if int(num_str[0]) % 2!= 0 and int(num_str[-1]) % 2!= 0:
                count += 1
    return count",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
147,HumanEval/147,0,normal,[],"def get_max_triples(n):
    a = [i * i - i + 1 for i in range(1, n + 1)]
    count = 0
    for i in range(n):
        for j in range(i + 1, n):
            for k in range(j + 1, n):
                if (a[i] + a[j] + a[k]) % 3 == 0:
                    count += 1
    return count",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
147,HumanEval/147,1,normal,['911'],"def get_max_triples(n):
    a = [i * i - i + 1 for i in range(1, n + 1)]
    count = 0
    for i in range(n):
        for j in range(i + 1, n):
            for k in range(j + 1, n):
                if (a[i] + a[j] + a[k]) % 3 == 0:
                    count += 1
    return count",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
147,HumanEval/147,5,normal,"['911', '121', '357', 'HumanEval/9', '187']","def get_max_triples(n):
    a = [i * i - i + 1 for i in range(1, n + 1)]
    count = 0
    for i in range(n):
        for j in range(i + 1, n):
            for k in range(j + 1, n):
                if (a[i] + a[j] + a[k]) % 3 == 0:
                    count += 1
    return count",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
147,HumanEval/147,10,normal,"['911', '121', '357', 'HumanEval/9', '187', 'HumanEval/26', 'HumanEval/59', '550', 'HumanEval/32', '366']","def get_max_triples(n):
    a = [i * i - i + 1 for i in range(1, n + 1)]
    count = 0
    for i in range(n):
        for j in range(i + 1, n):
            for k in range(j + 1, n):
                if (a[i] + a[j] + a[k]) % 3 == 0:
                    count += 1
    return count",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
148,HumanEval/148,0,normal,[],"def bf(planet1, planet2):
    planets = [""Mercury"", ""Venus"", ""Earth"", ""Mars"", ""Jupiter"", ""Saturn"", ""Uranus"", ""Neptune""]
    if planet1 not in planets or planet2 not in planets:
        return ()
    index1, index2 = planets.index(planet1), planets.index(planet2)
    if index1 > index2:
        index1, index2 = index2, index1
    return tuple(planets[index1+1:index2])",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
148,HumanEval/148,1,normal,['HumanEval/148'],"def bf(planet1, planet2):
    planets = ('Mercury', 'Venus', 'Earth', 'Mars', 'Jupiter', 'Saturn', 'Uranus', 'Neptune')
    if planet1 not in planets or planet2 not in planets or planet1 == planet2:
        return ()
    index1, index2 = planets.index(planet1), planets.index(planet2)
    if index1 < index2:
        return planets[index1 + 1:index2]
    else:
        return planets[index2 + 1:index1]",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
148,HumanEval/148,5,normal,"['HumanEval/148', '873', '358', '282', '943']","def bf(planet1, planet2):
    planets = ('Mercury', 'Venus', 'Earth', 'Mars', 'Jupiter', 'Saturn', 'Uranus', 'Neptune')
    if planet1 not in planets or planet2 not in planets or planet1 == planet2:
        return ()
    index1, index2 = planets.index(planet1), planets.index(planet2)
    if index1 < index2:
        return planets[index1 + 1:index2]
    else:
        return planets[index2 + 1:index1]",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
148,HumanEval/148,10,normal,"['HumanEval/148', '873', '358', '282', '943', '729', '682', '103', 'HumanEval/159', '249']","def bf(planet1, planet2):
    planets = ('Mercury', 'Venus', 'Earth', 'Mars', 'Jupiter', 'Saturn', 'Uranus', 'Neptune')
    if planet1 not in planets or planet2 not in planets or planet1 == planet2:
        return ()
    index1, index2 = planets.index(planet1), planets.index(planet2)
    if index1 < index2:
        return planets[index1 + 1:index2]
    else:
        return planets[index2 + 1:index1]",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
149,HumanEval/149,0,normal,[],"def sorted_list_sum(lst):
    # Filter out strings with odd lengths
    even_length_lst = [s for s in lst if len(s) % 2 == 0]
    
    # Sort the list by length, then alphabetically
    even_length_lst.sort(key=lambda x: (len(x), x))
    
    return even_length_lst",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
149,HumanEval/149,1,normal,['949'],"def sorted_list_sum(lst):
    # Filter out strings with odd lengths
    even_length_strings = [s for s in lst if len(s) % 2 == 0]
    
    # Sort the list by length, then alphabetically
    even_length_strings.sort(key=lambda x: (len(x), x))
    
    return even_length_strings",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
149,HumanEval/149,5,normal,"['949', '12', 'HumanEval/145', 'HumanEval/34', '340']","def sorted_list_sum(lst):
    # Filter out strings with odd lengths
    lst = [s for s in lst if len(s) % 2 == 0]
    
    # Sort the list by length, then alphabetically
    lst.sort(key=lambda x: (len(x), x))
    
    return lst",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
149,HumanEval/149,10,normal,"['949', '12', 'HumanEval/145', 'HumanEval/34', '340', 'HumanEval/4', 'HumanEval/58', 'HumanEval/19', '108', '472']","def sorted_list_sum(lst):
    # Filter out strings with odd lengths
    lst = [s for s in lst if len(s) % 2 == 0]
    
    # Sort the list by length, then alphabetically
    lst.sort(key=lambda x: (len(x), x))
    
    return lst",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
150,HumanEval/150,0,normal,[],"def x_or_y(n, x, y):
    if n < 2:
        return y
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return y
    return x",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
150,HumanEval/150,1,normal,['260'],"def x_or_y(n, x, y):
    if n < 2:
        return y
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return y
    return x",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
150,HumanEval/150,5,normal,"['260', 'HumanEval/127', 'HumanEval/75', 'HumanEval/39', 'HumanEval/59']","def x_or_y(n, x, y):
    def is_prime(num):
        if num < 2:
            return False
        for i in range(2, int(num**0.5) + 1):
            if num % i == 0:
                return False
        return True

    return x if is_prime(n) else y",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
150,HumanEval/150,10,normal,"['260', 'HumanEval/127', 'HumanEval/75', 'HumanEval/39', 'HumanEval/59', 'HumanEval/11', '269', '30', '338', '905']","def x_or_y(n, x, y):
    def is_prime(num):
        if num < 2:
            return False
        for i in range(2, int(num**0.5) + 1):
            if num % i == 0:
                return False
        return True

    return x if is_prime(n) else y",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
151,HumanEval/151,0,normal,[],"def double_the_difference(lst):
    return sum(x**2 for x in lst if isinstance(x, int) and x > 0 and x % 2 == 1)",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
151,HumanEval/151,1,normal,['HumanEval/4'],"def double_the_difference(lst):
    return sum(x**2 for x in lst if x > 0 and x % 2 == 1)",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
151,HumanEval/151,5,normal,"['HumanEval/4', '781', 'HumanEval/113', 'HumanEval/32', 'HumanEval/25']","def double_the_difference(lst):
    return sum(x**2 for x in lst if isinstance(x, int) and x > 0 and x % 2 == 1)",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
151,HumanEval/151,10,normal,"['HumanEval/4', '781', 'HumanEval/113', 'HumanEval/32', 'HumanEval/25', '797', 'HumanEval/67', '398', '656', '293']","def double_the_difference(lst):
    return sum(x**2 for x in lst if isinstance(x, int) and x > 0 and x % 2 == 1)",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
152,HumanEval/152,0,normal,[],"def compare(game, guess):
    return [abs(a - b) for a, b in zip(game, guess)]",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
152,HumanEval/152,1,normal,['433'],"def compare(game, guess):
    return [abs(a - b) for a, b in zip(game, guess)]",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
152,HumanEval/152,5,normal,"['433', '53', '787', '285', '434']","def compare(game, guess):
    return [abs(a - b) for a, b in zip(game, guess)]",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
152,HumanEval/152,10,normal,"['433', '53', '787', '285', '434', '186', '178', '756', '794', '879']","def compare(game,guess):
    return [abs(a-b) for a, b in zip(game, guess)]",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
153,HumanEval/153,0,normal,[],"def Strongest_Extension(class_name, extensions):
    max_strength = float('-inf')
    strongest_extension = """"
    for extension in extensions:
        cap = sum(1 for c in extension if c.isupper())
        sm = sum(1 for c in extension if c.islower())
        strength = cap - sm
        if strength > max_strength:
            max_strength = strength
            strongest_extension = extension
    return f""{class_name}.{strongest_extension}""",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
153,HumanEval/153,1,normal,['HumanEval/6'],"def Strongest_Extension(class_name, extensions):
    strongest_extension = extensions[0]
    max_strength = -float('inf')
    for extension in extensions:
        cap = sum(1 for char in extension if char.isupper())
        sm = sum(1 for char in extension if char.islower())
        strength = cap - sm
        if strength > max_strength:
            max_strength = strength
            strongest_extension = extension
    return f""{class_name}.{strongest_extension}""",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
153,HumanEval/153,5,normal,"['HumanEval/6', '232', '254', '911', '648']","def Strongest_Extension(class_name, extensions):
    strongest_extension = extensions[0]
    max_strength = -float('inf')
    for extension in extensions:
        cap = sum(1 for char in extension if char.isupper())
        sm = sum(1 for char in extension if char.islower())
        strength = cap - sm
        if strength > max_strength:
            max_strength = strength
            strongest_extension = extension
    return f""{class_name}.{strongest_extension}""",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
153,HumanEval/153,10,normal,"['HumanEval/6', '232', '254', '911', '648', '523', '832', 'HumanEval/19', '200', '108']","def Strongest_Extension(class_name, extensions):
    strengths = [(ext, sum(1 for c in ext if c.isupper()) - sum(1 for c in ext if c.islower())) for ext in extensions]
    strongest_ext = max(strengths, key=lambda x: x[1])[0]
    return f""{class_name}.{strongest_ext}""",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
154,HumanEval/154,0,normal,[],"def cycpattern_check(a, b):
    if b in a:
        return True
    else:
        for i in range(len(b)):
            b = b[1:] + b[0]
            if b in a:
                return True
        return False",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
154,HumanEval/154,1,normal,['823'],"def cycpattern_check(a, b):
    if b in a:
        return True
    else:
        for i in range(len(b)):
            b = b[1:] + b[0]
            if b in a:
                return True
        return False",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
154,HumanEval/154,5,normal,"['823', '352', 'HumanEval/64', '643', '454']","def cycpattern_check(a, b):
    for i in range(len(b)):
        rotated_b = b[i:] + b[:i]
        if rotated_b in a:
            return True
    return False",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
154,HumanEval/154,10,normal,"['823', '352', 'HumanEval/64', '643', '454', '794', '879', '917', '285', '485']","def cycpattern_check(a, b):
    for i in range(len(b)):
        rotated_b = b[i:] + b[:i]
        if rotated_b in a:
            return True
    return False",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
155,HumanEval/155,0,normal,[],"def even_odd_count(num):
    even_count = 0
    odd_count = 0
    for digit in str(abs(num)):
        if int(digit) % 2 == 0:
            even_count += 1
        else:
            odd_count += 1
    return even_count, odd_count",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
155,HumanEval/155,1,normal,['781'],"def even_odd_count(num):
    even_count = 0
    odd_count = 0
    for digit in str(abs(num)):
        if int(digit) % 2 == 0:
            even_count += 1
        else:
            odd_count += 1
    return (even_count, odd_count)",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
155,HumanEval/155,5,normal,"['781', '387', '134', '406', 'HumanEval/113']","def even_odd_count(num):
    even_count = 0
    odd_count = 0
    for digit in str(abs(num)):
        if int(digit) % 2 == 0:
            even_count += 1
        else:
            odd_count += 1
    return (even_count, odd_count)",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
155,HumanEval/155,10,normal,"['781', '387', '134', '406', 'HumanEval/113', '218', '583', '873', 'HumanEval/146', 'HumanEval/83']","def even_odd_count(num):
    num = abs(num)  # Make sure num is positive
    even_count = 0
    odd_count = 0
    while num > 0:
        digit = num % 10
        if digit % 2 == 0:
            even_count += 1
        else:
            odd_count += 1
        num = num // 10
    return (even_count, odd_count)",1.0,"defaultdict(<class 'list'>, {0: [(0, {'task_id': 0, 'passed': True, 'result': 'passed', 'completion_id': 0})]})"
